Student ID,Name,Batch/Class,Department/Major,Date of Admission,Date of Graduation,Semester-wise GPA,Cumulative GPA,Core Engineering Course Grades,Elective Course Grades,Project/Research Work Evaluation,Hackathon Participation,Paper Presentations,Research Publications,Leadership Roles,Volunteer Work,Certifications,Workshops Attended,Internships,Skills Demonstrated,Attendance Record,Disciplinary Actions,Special Needs/Disabilities,Scholarships/Awards,Year,Gender
26128824,Christopher Parker,Batch 2,Civil Engineering,2021-08-13,2025-01-29,"[9.750933631153067, 10.06042474799715]",9.91,"['D', 'F', 'B', 'B', 'D']","['C', 'B', 'D']",8.86,Local,4,0,None,True,6,9,0,High,100,,,1,2,Female
77484393,Joseph Wilson,Batch 1,Mechanical Engineering,2020-09-30,2027-02-15,[9.616688331731854],9.62,"['A', 'F', 'F', 'B', 'F']","['A', 'B', 'D']",9.95,None,4,3,President,False,9,2,2,Medium,95,Probation,,0,1,Male
16738096,Arthur Medina,Batch 2,Electronics Communication Engineering,2023-01-03,2027-09-20,"[10.208845080098772, 10.892580421452317]",10.55,"['D', 'B', 'A', 'B', 'F']","['D', 'B', 'C']",9.66,None,0,2,President,False,1,4,3,High,92,,Yes,0,2,Female
95840731,Jonathan Hughes MD,Batch 3,Electrical Engineering,2022-01-26,2026-11-10,"[8.825324454096606, 10.329856310094925, 9.620250328470922]",9.59,"['F', 'B', 'A', 'C', 'B']","['C', 'B', 'A']",8.07,National,5,0,Treasurer,True,4,6,3,High,83,,,1,3,Female
75530273,Jamie Gibson,Batch 2,Electronics Communication Engineering,2023-06-25,2025-04-17,"[10.362019684727189, 10.052979461803881]",10.21,"['B', 'D', 'C', 'A', 'C']","['D', 'A', 'A']",7.23,International,5,0,Treasurer,True,0,7,1,Low,83,Probation,Yes,3,2,Female
43810810,Jessica Whitaker,Batch 4,Electronics Communication Engineering,2024-08-01,2027-10-22,"[10.768129177402857, 9.981983839555157, 10.515884636145795, 10.810542749561467]",10.52,"['C', 'D', 'D', 'C', 'A']","['F', 'C', 'F']",8.88,International,3,2,Treasurer,True,1,4,0,Medium,87,Probation,Yes,4,4,Female
4472415,Tammy Jackson,Batch 1,Computer Science Engineering,2023-03-16,2025-10-27,[9.307379757000243],9.31,"['B', 'C', 'A', 'C', 'D']","['A', 'D', 'C']",8.59,National,0,1,Treasurer,True,7,6,3,High,90,,Yes,2,1,Male
69751871,Bruce Hinton,Batch 4,Civil Engineering,2021-03-21,2025-01-16,"[9.405691264705307, 10.459426882681177, 9.57158710856894, 9.618095460944271]",9.76,"['A', 'C', 'B', 'D', 'A']","['D', 'A', 'C']",8.56,International,5,1,None,True,3,5,3,High,94,Warning,Yes,2,4,Male
49411989,Samantha Bryan,Batch 3,Civil Engineering,2020-12-09,2028-03-29,"[10.817621235047836, 9.640203001225895, 9.736153834567055]",10.06,"['B', 'C', 'B', 'D', 'B']","['F', 'F', 'F']",9.37,Local,4,3,Treasurer,True,4,8,1,High,83,Warning,,1,3,Female
52011980,Benjamin Hanson,Batch 2,Civil Engineering,2022-12-28,2028-07-04,"[9.45010053940614, 10.196471858290655]",9.82,"['F', 'A', 'C', 'F', 'D']","['B', 'D', 'D']",8.73,International,0,2,Vice President,True,6,5,2,Low,77,Probation,Yes,3,2,Female
79662169,Vanessa Collins,Batch 4,Civil Engineering,2021-02-19,2026-04-13,"[10.226619827657068, 9.79891916117364, 11.004843381899812, 9.42176755666372]",10.11,"['B', 'C', 'A', 'B', 'F']","['D', 'C', 'B']",9.69,Local,3,3,President,True,0,7,3,High,77,Probation,,4,4,Male
85981462,Deanna Ellison,Batch 4,Electrical Engineering,2024-06-15,2024-12-24,"[10.989128765592117, 10.555719234957738, 10.415880859443208, 9.495519140162394]",10.36,"['C', 'B', 'F', 'F', 'C']","['D', 'B', 'F']",8.47,National,0,1,None,True,10,1,3,High,80,Probation,Yes,0,4,Male
17505565,Vanessa Wright,Batch 3,Civil Engineering,2021-06-07,2028-04-05,"[9.74668137231723, 10.560743830461668, 9.437077331845613]",9.91,"['F', 'C', 'B', 'F', 'C']","['A', 'F', 'B']",8.89,None,2,3,None,False,2,9,3,High,90,,Yes,1,3,Male
59344246,James Hammond,Batch 3,Mechanical Engineering,2024-07-07,2026-03-12,"[10.955459134744162, 10.217652288291642, 9.716019025675738]",10.3,"['B', 'D', 'B', 'D', 'C']","['C', 'B', 'A']",7.9,International,5,3,None,True,0,9,4,High,98,Warning,Yes,3,3,Male
47993032,Jessica Ellis,Batch 3,Civil Engineering,2024-07-18,2027-05-23,"[10.270528773809804, 9.795328816177024, 10.295167333065631]",10.12,"['F', 'F', 'F', 'D', 'F']","['F', 'B', 'C']",8.94,Local,1,3,Treasurer,False,3,0,2,Medium,96,,Yes,0,3,Male
42760872,Ian Stark,Batch 2,Mechanical Engineering,2022-10-23,2025-02-09,"[9.910439749944969, 10.73921920229285]",10.32,"['F', 'B', 'C', 'D', 'C']","['A', 'A', 'F']",8.33,None,2,1,None,False,0,10,2,High,78,Warning,Yes,1,2,Female
99046941,James Palmer,Batch 2,Civil Engineering,2022-12-26,2024-12-30,"[9.888710250647856, 9.615622438141838]",9.75,"['C', 'D', 'B', 'B', 'B']","['F', 'A', 'F']",9.37,Local,5,0,President,True,6,8,0,Low,91,Probation,Yes,0,2,Male
74558792,Michael Ryan,Batch 4,Computer Science Engineering,2023-03-22,2028-03-19,"[9.23051926674728, 10.005869059756087, 9.622557189510072, 9.767215485313965]",9.66,"['D', 'B', 'C', 'D', 'C']","['F', 'A', 'A']",8.73,None,2,2,Vice President,False,3,0,2,Medium,83,Warning,Yes,1,4,Female
65364291,April Douglas,Batch 1,Electronics Communication Engineering,2019-11-09,2024-12-17,[10.779616470701393],10.78,"['D', 'B', 'D', 'A', 'C']","['F', 'D', 'B']",9.35,International,4,2,Vice President,False,6,1,1,Medium,98,,Yes,5,1,Female
29000739,Jade Morgan,Batch 3,Computer Science Engineering,2020-08-12,2026-02-03,"[9.609669270115058, 10.38928288527036, 9.729835534013324]",9.91,"['B', 'C', 'B', 'A', 'C']","['C', 'D', 'D']",7.38,Local,1,3,None,True,3,7,3,Medium,75,Probation,Yes,1,3,Female
55283319,Kristen Wood,Batch 1,Mechanical Engineering,2023-07-04,2025-12-02,[10.41632609825791],10.42,"['A', 'D', 'D', 'F', 'A']","['B', 'D', 'D']",7.78,Local,5,2,Treasurer,True,3,4,3,Low,94,Probation,Yes,5,1,Male
10683128,Kristen West,Batch 4,Electronics Communication Engineering,2024-08-27,2024-12-03,"[10.1659430453242, 9.740374730981065, 9.990403990340269, 10.577395458236035]",10.12,"['A', 'D', 'C', 'D', 'B']","['C', 'D', 'F']",8.54,National,1,0,Vice President,False,4,4,0,High,83,Warning,,0,4,Male
34673525,Jennifer Wallace,Batch 2,Mechanical Engineering,2023-03-22,2027-12-22,"[9.635092888567945, 10.534539587593384]",10.08,"['F', 'C', 'D', 'B', 'B']","['F', 'F', 'C']",8.76,None,3,0,None,True,3,5,2,Medium,79,Warning,,3,2,Male
70195789,Anthony Thomas,Batch 3,Mechanical Engineering,2020-05-24,2026-02-13,"[9.815913601267805, 10.203831952067773, 10.118841285357876]",10.05,"['A', 'F', 'F', 'B', 'D']","['C', 'F', 'F']",9.58,National,3,0,Vice President,True,3,10,4,Medium,98,,Yes,0,3,Male
42032879,Cynthia Boyd,Batch 4,Electronics Communication Engineering,2020-09-24,2027-01-27,"[10.660090231725436, 9.502944876859944, 9.306029587888432, 9.802049419335084]",9.82,"['F', 'D', 'C', 'A', 'F']","['D', 'B', 'A']",9.29,None,1,0,President,True,2,7,1,Medium,88,Warning,,3,4,Male
36351869,John Smith,Batch 3,Mechanical Engineering,2021-06-15,2026-01-16,"[9.779483427614455, 11.028589052203744, 10.077141342148792]",10.3,"['B', 'C', 'C', 'D', 'F']","['B', 'D', 'D']",7.85,International,5,2,President,True,5,8,3,Low,83,Probation,Yes,0,3,Female
81788063,Paul Hall,Batch 2,Electrical Engineering,2022-05-12,2025-08-07,"[10.50646989805747, 10.010117862350757]",10.26,"['C', 'D', 'D', 'D', 'D']","['F', 'D', 'D']",7.53,Local,0,1,None,False,0,4,1,High,95,,Yes,3,2,Female
82333061,Whitney Morrow,Batch 2,Electrical Engineering,2024-08-08,2028-06-02,"[9.817433541845359, 9.897796561414502]",9.86,"['B', 'D', 'A', 'A', 'D']","['D', 'F', 'D']",7.24,None,1,1,None,False,1,6,4,High,80,Probation,,1,2,Male
57881570,James Lloyd,Batch 4,Computer Science Engineering,2024-03-31,2025-11-08,"[10.109669341702743, 9.921028611100168, 10.241148378042437, 10.28179648909828]",10.14,"['B', 'D', 'B', 'F', 'A']","['D', 'F', 'A']",7.21,International,1,1,Vice President,True,6,3,3,Medium,91,,Yes,0,4,Male
11703234,Denise Paul,Batch 2,Civil Engineering,2022-08-16,2027-08-07,"[10.572776499909796, 10.089613139537521]",10.33,"['B', 'F', 'C', 'F', 'C']","['D', 'F', 'A']",8.5,National,1,0,None,True,3,1,2,High,96,Warning,,3,2,Female
54962519,Jack Turner,Batch 3,Electrical Engineering,2023-11-11,2025-09-05,"[9.979335592546914, 9.847355304097078, 10.087702785355244]",9.97,"['C', 'C', 'D', 'C', 'F']","['D', 'A', 'A']",9.39,National,4,1,President,True,5,1,1,Medium,91,,Yes,3,3,Female
92853797,Rebecca Love,Batch 2,Computer Science Engineering,2021-05-19,2027-03-24,"[10.011720585238123, 9.481005847174107]",9.75,"['D', 'B', 'D', 'B', 'A']","['C', 'C', 'D']",9.68,Local,4,2,President,True,6,2,0,Medium,93,Probation,,4,2,Male
26300207,Roy Meyers,Batch 1,Civil Engineering,2024-09-28,2024-10-29,[9.763585180725858],9.76,"['A', 'F', 'A', 'D', 'D']","['F', 'B', 'F']",9.02,Local,5,2,None,True,7,1,4,Medium,89,Warning,Yes,0,1,Female
1310199,Mr. Keith Gonzalez,Batch 2,Electronics Communication Engineering,2020-01-24,2025-08-04,"[9.531340045188463, 9.423205866030942]",9.48,"['C', 'C', 'F', 'B', 'A']","['F', 'B', 'C']",7.79,National,0,2,None,True,8,1,2,Low,92,,,4,2,Female
53762833,Todd Wilson,Batch 1,Electrical Engineering,2023-01-27,2027-08-24,[9.522111455441296],9.52,"['B', 'C', 'B', 'A', 'F']","['A', 'C', 'D']",7.91,International,5,3,President,True,4,8,0,Medium,88,,,1,1,Male
17449697,Krista Nixon,Batch 4,Electronics Communication Engineering,2021-11-22,2025-02-08,"[10.165451412117262, 9.217908702431005, 10.608486993970134, 10.204892338610922]",10.05,"['D', 'C', 'C', 'F', 'F']","['C', 'C', 'D']",7.72,None,5,3,Treasurer,True,9,5,4,High,76,Warning,,2,4,Male
27921399,Melissa Russell,Batch 1,Electronics Communication Engineering,2022-10-30,2025-12-15,[10.096556744162891],10.1,"['B', 'F', 'C', 'A', 'A']","['A', 'F', 'F']",9.91,None,0,1,None,False,9,1,4,High,82,,Yes,4,1,Female
82841872,Meghan Espinoza,Batch 2,Electrical Engineering,2022-02-24,2027-08-17,"[8.511954041039331, 9.846674549602485]",9.18,"['B', 'B', 'B', 'D', 'D']","['F', 'D', 'F']",9.44,International,1,2,Vice President,False,6,2,0,High,85,Probation,,1,2,Male
5593618,Tara Cruz,Batch 1,Computer Science Engineering,2021-04-22,2025-03-29,[9.798844177351842],9.8,"['F', 'A', 'C', 'A', 'B']","['C', 'C', 'A']",9.92,International,5,3,Vice President,False,7,2,3,High,93,Probation,,4,1,Female
38146057,Michael Bishop,Batch 4,Civil Engineering,2022-12-05,2025-02-21,"[8.913420880710973, 10.989732582327314, 10.21758913488407, 9.968279108590979]",10.02,"['F', 'A', 'F', 'A', 'C']","['B', 'B', 'C']",8.42,National,0,2,President,False,6,8,0,Low,99,Probation,,4,4,Male
16823121,Kelly Farrell,Batch 2,Mechanical Engineering,2021-06-27,2027-01-03,"[10.320911806460792, 10.226666568266122]",10.27,"['D', 'F', 'B', 'A', 'D']","['B', 'B', 'F']",9.21,National,5,3,President,True,4,3,1,Low,83,Warning,Yes,0,2,Female
10475945,Joshua Leon,Batch 2,Mechanical Engineering,2022-06-23,2027-06-06,"[9.912426575926476, 10.631914708031353]",10.27,"['A', 'C', 'D', 'B', 'B']","['A', 'C', 'C']",9.55,International,5,1,Vice President,False,1,7,2,High,92,Probation,,2,2,Female
98217268,Amanda Andrade,Batch 3,Computer Science Engineering,2020-09-10,2025-01-03,"[10.08972876274123, 10.4911552868322, 10.866200380015234]",10.48,"['A', 'D', 'C', 'C', 'D']","['F', 'F', 'D']",8.15,National,4,0,None,True,0,10,1,Low,84,Warning,,1,3,Male
86077264,Margaret Roberts,Batch 2,Civil Engineering,2024-08-22,2027-01-20,"[9.395341824719313, 10.392034957399943]",9.89,"['C', 'C', 'A', 'A', 'F']","['D', 'D', 'A']",9.85,None,4,0,President,False,7,1,2,High,83,Warning,Yes,1,2,Male
30348443,Melissa Green,Batch 1,Civil Engineering,2024-10-04,2026-04-30,[10.192036033853405],10.19,"['B', 'F', 'F', 'A', 'F']","['D', 'F', 'F']",8.51,National,3,3,Treasurer,False,2,4,0,Low,93,Probation,,4,1,Male
61483662,Nicholas Gordon,Batch 4,Computer Science Engineering,2020-12-10,2025-03-24,"[9.6199063764074, 10.641586272569638, 10.16754860626874, 10.708568927681604]",10.28,"['C', 'D', 'B', 'D', 'D']","['D', 'C', 'A']",7.24,None,2,2,Vice President,True,1,4,0,Medium,96,Probation,,5,4,Male
1600448,Curtis Morgan,Batch 1,Computer Science Engineering,2024-09-27,2028-04-12,[9.888871114816567],9.89,"['C', 'C', 'C', 'A', 'C']","['F', 'B', 'D']",9.75,National,0,2,President,False,1,8,3,Medium,77,Warning,Yes,1,1,Female
39752299,Rodney Coleman,Batch 1,Mechanical Engineering,2021-03-15,2025-08-14,[11.208715635913725],11.21,"['A', 'B', 'C', 'A', 'A']","['A', 'C', 'F']",8.96,Local,2,1,President,True,4,9,2,Low,100,Probation,Yes,2,1,Male
28881804,Erin Sullivan,Batch 2,Electrical Engineering,2023-08-11,2025-07-03,"[9.69199396694676, 10.178504707620464]",9.94,"['C', 'B', 'D', 'C', 'D']","['B', 'F', 'B']",8.74,International,2,1,None,True,3,3,1,Low,84,Probation,Yes,3,2,Male
63402861,Rhonda Murray,Batch 2,Computer Science Engineering,2021-07-30,2025-06-03,"[10.302008521534875, 9.577813303208659]",9.94,"['F', 'D', 'B', 'F', 'C']","['C', 'D', 'D']",9.18,Local,5,2,Treasurer,True,2,9,4,Low,80,,Yes,2,2,Female
35829047,Ashley Palmer,Batch 2,Electrical Engineering,2023-06-08,2028-02-02,"[10.10906187225016, 9.372961076326364]",9.74,"['B', 'C', 'B', 'D', 'A']","['D', 'C', 'F']",9.23,Local,2,2,None,True,2,0,3,Medium,75,Warning,Yes,1,2,Male
57993804,Craig Edwards,Batch 2,Computer Science Engineering,2019-12-09,2024-11-08,"[10.02177550281313, 10.347837413131717]",10.18,"['C', 'C', 'C', 'F', 'F']","['B', 'A', 'A']",7.51,National,0,3,President,False,6,7,0,High,92,Warning,,3,2,Female
91548950,Jessica Clark,Batch 3,Electrical Engineering,2023-08-19,2027-09-11,"[10.059295058791635, 9.463179526736491, 10.3042970655467]",9.94,"['A', 'C', 'A', 'B', 'F']","['D', 'D', 'C']",7.95,National,0,0,None,False,4,1,3,Low,82,Warning,Yes,2,3,Male
73437781,John Cameron,Batch 1,Electronics Communication Engineering,2022-11-16,2028-09-06,[9.887366243664832],9.89,"['C', 'B', 'C', 'A', 'A']","['B', 'B', 'F']",7.93,International,1,2,Treasurer,False,3,9,3,Low,86,Probation,Yes,1,1,Female
52122098,David Rollins,Batch 3,Electronics Communication Engineering,2021-03-21,2028-04-14,"[10.680377291041196, 9.713724261440369, 10.629471070736932]",10.34,"['B', 'C', 'F', 'B', 'F']","['B', 'C', 'F']",7.02,National,5,3,Treasurer,False,2,2,1,Medium,82,,Yes,3,3,Male
19449901,Brandy Clarke MD,Batch 2,Mechanical Engineering,2023-09-18,2026-01-28,"[9.750344526192132, 9.839081365692266]",9.79,"['A', 'A', 'B', 'A', 'C']","['D', 'F', 'A']",7.47,None,1,1,None,True,1,8,1,Low,82,Warning,,1,2,Female
86818584,Xavier Robinson,Batch 3,Computer Science Engineering,2023-08-25,2027-08-06,"[9.413008490397536, 10.421451998465775, 10.210917380802906]",10.02,"['A', 'B', 'C', 'A', 'A']","['A', 'D', 'A']",8.5,International,3,0,Treasurer,True,0,7,3,Medium,89,Probation,,5,3,Female
58289969,Brett Taylor,Batch 2,Mechanical Engineering,2020-04-09,2026-02-19,"[10.597874150096063, 9.442047888432274]",10.02,"['C', 'B', 'C', 'A', 'D']","['F', 'C', 'A']",9.19,National,1,3,President,False,9,10,2,Medium,76,,,0,2,Male
71546283,Debra Vasquez,Batch 2,Electronics Communication Engineering,2019-10-22,2028-07-27,"[10.19658942434326, 10.029530896602566]",10.11,"['F', 'C', 'C', 'C', 'C']","['F', 'C', 'C']",7.99,None,1,1,President,True,4,7,3,Low,76,Probation,,3,2,Female
69206343,Monica Hudson,Batch 3,Computer Science Engineering,2023-03-22,2026-10-08,"[9.860861223834368, 9.557841677914226, 10.02917315114849]",9.82,"['F', 'B', 'F', 'A', 'D']","['C', 'A', 'B']",7.74,Local,0,1,Treasurer,True,4,10,2,Low,95,Warning,,5,3,Female
75337304,Anthony Chambers,Batch 2,Computer Science Engineering,2022-07-24,2026-08-16,"[9.99009129587059, 10.254988639657396]",10.12,"['A', 'F', 'D', 'D', 'A']","['C', 'D', 'F']",9.71,National,0,0,Vice President,True,3,4,0,Low,95,Warning,,3,2,Male
140889,Kevin Harmon,Batch 2,Computer Science Engineering,2021-10-28,2026-03-13,"[10.337683221337873, 9.88551016328892]",10.11,"['B', 'D', 'D', 'D', 'D']","['B', 'F', 'D']",7.65,National,2,3,Treasurer,True,9,9,3,High,99,Probation,,1,2,Male
82972026,Randy Monroe,Batch 4,Electrical Engineering,2020-04-06,2025-09-02,"[10.979094598764574, 9.600131264140508, 9.85102665662846, 9.33688191103517]",9.94,"['A', 'F', 'D', 'D', 'D']","['F', 'D', 'B']",9.53,Local,4,2,None,False,5,9,0,Medium,84,,Yes,1,4,Male
85726210,Scott Schmidt,Batch 1,Electrical Engineering,2024-09-06,2024-11-28,[9.23727219110945],9.24,"['A', 'A', 'C', 'B', 'D']","['F', 'F', 'A']",8.9,None,1,1,Treasurer,False,0,1,0,High,92,Probation,Yes,1,1,Male
42087071,Alexis Terry,Batch 1,Electronics Communication Engineering,2020-01-04,2024-11-13,[9.807792050377797],9.81,"['C', 'C', 'A', 'C', 'D']","['B', 'A', 'D']",9.92,Local,0,0,Vice President,True,4,1,3,High,76,Warning,Yes,2,1,Female
34685656,Darin Smith,Batch 3,Electrical Engineering,2022-11-19,2027-05-03,"[10.676364100378732, 9.170749994620829, 10.51025417328209]",10.12,"['B', 'A', 'C', 'A', 'F']","['D', 'C', 'F']",9.88,None,4,0,Treasurer,False,5,1,2,Medium,100,Probation,Yes,0,3,Male
89196666,Allison Griffin,Batch 1,Electronics Communication Engineering,2023-12-04,2025-08-16,[9.986104446080736],9.99,"['F', 'B', 'C', 'A', 'B']","['C', 'B', 'C']",7.97,Local,5,1,President,False,6,5,2,High,96,Warning,Yes,5,1,Female
28003640,Brittany Long,Batch 3,Computer Science Engineering,2022-12-15,2024-12-11,"[9.861050590771393, 9.243557111440612, 10.578736474770011]",9.89,"['A', 'C', 'F', 'A', 'F']","['C', 'A', 'D']",8.04,None,2,3,Vice President,False,6,3,4,High,75,,,3,3,Female
8493630,Christopher Lopez,Batch 4,Civil Engineering,2023-06-04,2027-02-07,"[9.714290842617942, 10.1258253287367, 8.885116228633613, 9.938344778996566]",9.67,"['D', 'F', 'F', 'A', 'B']","['F', 'F', 'F']",7.67,None,1,1,None,True,4,9,1,High,89,Warning,Yes,2,4,Male
44884674,April Lee,Batch 2,Electronics Communication Engineering,2024-07-04,2025-12-15,"[9.383496343069849, 10.077776207290713]",9.73,"['C', 'A', 'B', 'A', 'C']","['C', 'B', 'D']",7.65,International,0,1,Treasurer,True,1,6,1,Medium,84,Warning,,1,2,Male
41881062,Alyssa Smith,Batch 4,Civil Engineering,2022-01-11,2026-10-31,"[9.449107251163168, 10.759782548914753, 9.942465369662878, 10.171936966542862]",10.08,"['A', 'C', 'F', 'F', 'F']","['F', 'D', 'A']",7.02,None,0,3,President,True,7,2,3,Low,78,Probation,Yes,2,4,Female
45377034,Nathaniel Bowers,Batch 2,Civil Engineering,2024-05-12,2026-01-28,"[9.660350460148958, 9.561005429216761]",9.61,"['C', 'F', 'B', 'A', 'D']","['F', 'F', 'B']",9.51,Local,4,0,President,True,2,0,1,Medium,100,Warning,,3,2,Female
46913243,Ryan Smith,Batch 3,Electrical Engineering,2023-01-31,2025-06-02,"[9.094909775974896, 10.20468908343084, 9.840414176251771]",9.71,"['F', 'A', 'C', 'B', 'C']","['F', 'F', 'A']",7.02,Local,1,3,President,True,9,0,3,Medium,79,,Yes,1,3,Female
22337930,Christopher Reynolds,Batch 1,Mechanical Engineering,2024-02-14,2025-10-01,[9.50116486205665],9.5,"['A', 'C', 'C', 'C', 'A']","['B', 'A', 'A']",8.91,National,1,3,None,True,6,0,1,Medium,97,Warning,Yes,5,1,Male
30043943,Patrick Johnson,Batch 4,Electrical Engineering,2020-06-08,2028-05-06,"[9.854684480520802, 10.424450106205176, 10.596071759100887, 10.412249348582247]",10.32,"['A', 'A', 'D', 'A', 'A']","['D', 'A', 'C']",7.44,Local,4,1,None,True,4,1,2,High,89,Warning,,1,4,Female
81693874,Joshua Ramirez,Batch 2,Electronics Communication Engineering,2022-10-17,2026-05-22,"[10.589598171222757, 10.46020511419286]",10.52,"['B', 'D', 'D', 'F', 'B']","['B', 'F', 'D']",7.18,International,0,0,President,True,5,9,4,Low,99,,,1,2,Female
40002500,Gary Robinson,Batch 2,Electrical Engineering,2024-03-25,2026-12-29,"[9.939041478859604, 10.227446400351266]",10.08,"['C', 'B', 'F', 'B', 'C']","['D', 'B', 'D']",7.74,International,1,3,None,True,9,6,2,Low,94,Warning,,4,2,Male
82356175,Jeffrey Alvarez,Batch 3,Computer Science Engineering,2023-06-04,2028-01-17,"[9.514976394612255, 9.985918898403636, 9.786216962738493]",9.76,"['F', 'D', 'B', 'D', 'C']","['F', 'A', 'C']",7.04,Local,0,1,None,True,7,10,1,Medium,90,,Yes,1,3,Male
35993864,Kayla Porter,Batch 1,Mechanical Engineering,2021-05-05,2024-11-26,[10.190873481129286],10.19,"['C', 'C', 'C', 'F', 'C']","['C', 'C', 'F']",9.21,National,1,2,None,True,1,3,1,Medium,81,Probation,Yes,2,1,Female
19199518,James Miles,Batch 3,Electrical Engineering,2023-01-20,2025-12-05,"[9.60330783797062, 9.450497601097783, 9.390644692481054]",9.48,"['F', 'A', 'F', 'C', 'B']","['B', 'B', 'A']",7.14,Local,1,1,Treasurer,True,10,5,1,Low,97,,,1,3,Male
54618844,Zachary Sandoval,Batch 4,Civil Engineering,2021-03-27,2027-02-26,"[9.84183620342986, 10.482663030495408, 9.001233921659082, 11.087785514676545]",10.1,"['A', 'B', 'C', 'A', 'D']","['A', 'D', 'B']",7.48,International,1,0,None,False,9,10,0,Low,76,Warning,,2,4,Female
26634143,Rebecca Henderson,Batch 2,Computer Science Engineering,2024-07-10,2028-07-05,"[9.481540473931618, 9.855523702752636]",9.67,"['F', 'B', 'B', 'C', 'D']","['D', 'A', 'A']",8.32,National,2,1,Treasurer,True,4,0,3,Low,84,Warning,,0,2,Female
22480468,Kelly Baker,Batch 3,Electrical Engineering,2024-10-06,2027-10-25,"[11.136848009161934, 10.117635972664281, 10.520078167447402]",10.59,"['D', 'C', 'B', 'F', 'C']","['A', 'C', 'B']",8.73,None,3,3,Treasurer,True,5,5,1,Medium,93,Probation,Yes,3,3,Female
68918638,Cassandra Hicks,Batch 3,Civil Engineering,2024-02-25,2027-12-09,"[9.918340123557671, 9.517784148805905, 10.455068524134331]",9.96,"['C', 'B', 'D', 'B', 'B']","['A', 'F', 'F']",8.3,Local,2,2,None,True,10,5,0,Medium,97,Probation,,1,3,Female
497859,Joel Steele,Batch 3,Civil Engineering,2020-03-21,2026-11-02,"[11.21372930558525, 9.3517514446851, 10.224056735509784]",10.26,"['B', 'C', 'C', 'A', 'B']","['C', 'D', 'A']",7.58,None,1,3,Vice President,True,8,2,1,High,89,Probation,,2,3,Female
99288459,Audrey Harris,Batch 1,Civil Engineering,2023-02-01,2024-12-23,[9.874443690873441],9.87,"['F', 'B', 'D', 'A', 'C']","['F', 'B', 'B']",8.13,National,5,3,None,True,0,2,3,Medium,77,Probation,,0,1,Female
44019679,Ronald Jones,Batch 3,Electrical Engineering,2020-06-22,2026-01-05,"[9.418741541730078, 9.708429775489746, 9.452902666223224]",9.53,"['A', 'F', 'A', 'B', 'A']","['A', 'B', 'B']",9.78,National,1,0,Vice President,True,9,5,2,High,91,Warning,Yes,4,3,Male
9513357,Casey Carrillo,Batch 3,Civil Engineering,2020-12-13,2028-07-12,"[10.222996144277888, 9.978287893554599, 10.202564449328964]",10.13,"['B', 'F', 'C', 'A', 'A']","['C', 'F', 'D']",9.66,National,3,2,Vice President,False,6,9,0,Medium,84,Probation,,4,3,Female
37361529,Kelsey Mason,Batch 4,Mechanical Engineering,2020-12-03,2027-09-26,"[9.634640279020157, 9.816283379792399, 9.842775952785935, 9.746331748507158]",9.76,"['B', 'F', 'B', 'F', 'D']","['F', 'A', 'A']",8.5,National,0,3,Treasurer,False,4,6,4,Medium,85,Warning,Yes,3,4,Male
28886025,Michelle Duncan,Batch 4,Mechanical Engineering,2022-06-05,2026-12-14,"[10.094447514180597, 10.747819533809453, 9.549683987818922, 10.386971869019813]",10.19,"['F', 'C', 'A', 'B', 'C']","['C', 'B', 'A']",9.76,None,2,1,Vice President,False,0,4,1,Low,92,Probation,,5,4,Female
76606352,David Schaefer,Batch 3,Computer Science Engineering,2022-07-21,2026-10-21,"[10.471954009659397, 9.978432569661921, 9.972986321899633]",10.14,"['C', 'B', 'C', 'A', 'A']","['A', 'B', 'B']",7.04,Local,5,3,President,False,2,5,4,Low,100,,,1,3,Female
32871880,Kenneth Allen,Batch 2,Electronics Communication Engineering,2022-06-16,2027-01-10,"[9.466412641635827, 9.753836635957056]",9.61,"['D', 'D', 'A', 'C', 'D']","['B', 'D', 'F']",7.19,National,5,3,Vice President,True,8,10,0,Medium,100,Warning,,1,2,Male
3668302,Katelyn Willis,Batch 2,Computer Science Engineering,2020-01-17,2026-02-03,"[9.87945202008176, 9.691494879605404]",9.79,"['D', 'F', 'B', 'C', 'A']","['F', 'B', 'D']",7.46,National,3,2,None,False,3,5,1,Medium,88,,,3,2,Male
15732120,Margaret Robinson,Batch 3,Mechanical Engineering,2019-11-25,2025-01-07,"[10.461436081227749, 10.033530872377364, 10.459592542145318]",10.32,"['B', 'B', 'C', 'D', 'A']","['D', 'B', 'A']",9.57,International,5,0,Vice President,True,1,3,4,Medium,84,,Yes,2,3,Male
64141314,Dr. Matthew Sherman MD,Batch 2,Computer Science Engineering,2021-12-11,2028-03-05,"[9.55124644745026, 10.772790147134831]",10.16,"['B', 'B', 'D', 'F', 'F']","['B', 'B', 'D']",9.98,National,1,3,Treasurer,True,6,3,0,High,99,Warning,,0,2,Male
47817711,Kevin Perez,Batch 2,Electrical Engineering,2020-12-11,2028-05-12,"[9.425862945058018, 9.805903612933243]",9.62,"['F', 'D', 'B', 'C', 'C']","['B', 'A', 'A']",9.48,Local,3,3,None,False,9,1,2,High,95,Warning,,5,2,Female
